Tour,Id_phrase,phrase,lemmes,accord
16,frau-upn_2010040-04_CR_CA_1993-12-13_TEI.s299,Les enseignants et le personnel administratif de l' UFR LLPhi réagissent défavorablement à la mise en place de la décentralisation budgétaire .,le enseignant et le personnel administratif de le UFR LLPhi réagir défavorablement à le mise en place de le décentralisation budgétaire .,D
2,weban-upn_PV_CA_2012-11-27_TEI.s6,"Après plusieurs réunions entre membres du département de Sociologie , une pétition signée par plus de 1000 personnes , le soutien de nos enseignants ainsi que de Mme BOUSSARD , directrice du Département de Sociologie , nous venons vous signifier en tant que délégation de la dernière réunion du département , notre désaccord profond concernant la décision administrative de suppression du poste de bibliothécaire .","après plusieurs réunion entre membre de+le département de sociologie , un pétition signer par plus de 1000 personne , le soutien de son enseignant ainsi que de Monsieur BOUSSARD , directrice de+le département de sociologie , nous venir vous signifier en tant que délégation de le dernier réunion de+le département , son désaccord profond concernant le décision administratif de suppression de+le poste de bibliothécaire .",D
59,weban-upn_PV_CA_2012-11-27_TEI.s293,"Jean-François LE VAN juge cette demande inacceptable , car ce chef de projet devrait commencer en deuxième classe au 1er échelon .","Jean-françois le Van juger ce demande inacceptable , car ce chef de projet devoir commencer en deuxième classe à+le 1er échelon .",D
24,weban-upn_PV_CA_2009-09-21_TEI.s81,Madame COHEN-HALIMI met en garde contre l' instrumentalisation politique de la pandémie .,Monsieur COHEN-HALIMI mettre en garde contre le instrumentalisation politique de le pandémie .,D
74,weban-upn_PV_CA_2010-10-18_TEI.s226,"Il votera donc contre , tout en étant conscient du manque de locaux .","lui voter donc contre , tout en être conscient de+le manque de local .",D
88,weban-upn_PV_CA_2010-10-18_TEI.s282,Elle trouverait dommage que cela se fasse sans Paris Ouest .,lui trouver dommage que cela se_expl faire sans Paris Ouest .,D
107,weban-upn_PV_CA_2010-10-18_TEI.s366,Madame CONTARINI se dit surprise que le CS ne se soit pas prononcé .,Monsieur CONTARINI se_expl dire surprise que le CS ne se_expl être pas prononcer .,D
114,weban-upn_PV_CA_2010-10-18_TEI.s396,"Elle trouve dommage , étant donné la position de principe adoptée en CAR , à savoir la demande avant le passage aux RCE d' une augmentation , la plus grande possible , du potentiel d' encadrement scientifique en enseignants-chercheurs , que cette piste n' ait pas été explorée et qu' elle ne soit pas présentée en CA .","lui trouver dommage , être donner le position de principe adopter en car , à savoir le demande avant le passage à+le RCE de un augmentation , le plus grand possible , de+le potentiel de encadrement scientifique en enseignant-chercheur , que ce piste ne avoir pas être explorer et que lui ne être pas présenter en CA .",D
121,weban-upn_PV_CA_2010-10-18_TEI.s424,Monsieur LAKS est étonné que la lettre citée par M. LESCURE soit arrivée aux directeurs d' UFR .,Monsieur LAKS être étonner que le lettre citer par Monsieur Lescure être arriver à+le directeur de UFR .,D
164,weban-upn_PV_CA_2010-10-18_TEI.s541,"Concernant le document relatif aux tarifs de location des terrains de tennis , Madame LE PELLEC ajoute qu' elle est surprise que soit présenté un document avec un logo de Nanterre sport alors qu' il s' agit de location de terrains de l' université Paris Ouest .","concerner le document relatif à+le tarif de location de+le terrain de tennis , Monsieur le PELLEC ajouter que lui être surprise que être présenter un document avec un logo de Nanterre sport alors que il_expl se_expl agir de location de terrain de le université Paris Ouest .",D
4,fradhds-upn_2283W_CR_CA_1986-06-30_TEI.s29,Ils sont hostiles à tout ce qui pourrait nuire à la symétrie des 2 enseignements .,eux être hostile à tout ce qui pouvoir nuire à le symétrie de+le 2 enseignement .,D
74,frau-upn_2010040_PV_CA_2005-05-30_TEI.s347,l' UNEF votera donc contre .,le UNEF voter donc contre .,D
29,weban-upn_PV_CA_2015-03-30_TEI.s285,M. BOUTILLIER se décale surpris par le décalage entre les approches globales et la réalité du terrain .,Monsieur BOUTILLIER se_expl décaler surprendre par le décalage entre le approche global et le réalité de+le terrain .,D
32,weban-upn_PV_CA_2015-03-30_TEI.s302,"M. LE VAN se déclare surpris par le fait que l' agence de mutualisation , qui n' est pas une agence de modernisation , empêche l' université de recouvrir des sommes en trois fois par carte bleue .","Monsieur le Van se_expl déclarer surprendre par le fait que le agence de mutualisation , qui ne être pas un agence de modernisation , empêcher le université de recouvrir un somme en trois fois par carte bleu .",D
43,weban-upn_PV_CA_2016-12-12_TEI.s265,"Cette situation est d' autant plus regrettable que la fin d' année est une période particulièrement chargée pour la DFC , qui doit élaborer le budget initial de l' année N+1 tout en préparant le compte financier de l' année N.","ce situation être de autant plus regrettable que le fin de année être un période particulièrement charger pour le DFC , qui devoir élaborer le budget initial de le année N+1 tout en préparer le compte financier de le année N.",D
46,weban-upn_PV_CA_2016-12-12_TEI.s281,"Il est donc regrettable que la Direction ait fait le choix que le DOB porte uniquement sur les objectifs poursuivis , et non sur les contraintes à prendre en compte .","il_expl être donc regrettable que le direction avoir faire le choix que le DOB porter uniquement sur le objectif poursuivre , et non sur le contrainte à prendre en compte .",D
60,weban-upn_PV_CA_2016-12-12_TEI.s380,Les élus UNEF se prononceront contre le BI présenté ce jour .,le élu UNEF se_expl prononcer contre le BI présenter ce jour .,D
98,weban-upn_PV_CA_2016-12-12_TEI.s576,"Il est donc d' autant plus regrettable que les demandes du CRL dans le cadre de la campagne emploi 2017 , portant sur deux postes PRAG et un poste de maître de conférences , aient de nouveau été refusées .","il_expl être donc de autant plus regrettable que le demande de+le CRL dans le cadre de le campagne emploi 2017 , porter sur deux poste PRAG et un poste de maître de conférence , avoir de nouveau être refuser .",D
99,weban-upn_PV_CA_2016-12-12_TEI.s586,"Cette situation est certes regrettable , mais il ne revient pas à l' UFR LCE de porter seule la politique des langues de l' établissement .","ce situation être certes regrettable , mais lui ne revenir pas à le UFR LCE de porter seul le politique de+le langue de le établissement .",D
104,weban-upn_PV_CA_2016-12-12_TEI.s619,Il est regrettable que des personnels fortement investis dans la mise en œuvre de la politique décidée par l' établissement en arrivent à envisager une démission générale .,il_expl être regrettable que un personnel fortement investir dans le mise en œuvre de le politique décider par le établissement en arriver à envisager un démission général .,D
108,weban-upn_PV_CA_2016-12-12_TEI.s645,Cette situation est d' autant plus regrettable que les difficultés rencontrées par le CRL ne sont pas nouvelles .,ce situation être de autant plus regrettable que le difficulté rencontrer par le CRL ne être pas nouveau .,D
138,weban-upn_PV_CA_2016-12-12_TEI.s748,Il est également regrettable que la crise à laquelle conduirait la mise en œuvre de cette décision soit minimisée .,il_expl être également regrettable que le crise à lequel conduire le mise en œuvre de ce décision être minimiser .,D
13,frau-upn_2010040_CR_CA_1989-05-02_TEI.s68,"Monsieur LACHENAUD souhaite protester sur ce qui se passe actuellement , car cela revient à dire qu' un certain nombre de postes sont perdus pour l' année prochaine dans certaines disciplines .","Monsieur LACHENAUD souhaiter protester sur ce qui se_expl passer actuellement , car cela revenir à dire que un certain nombre de poste être perdre pour le année prochain dans certain discipline .",D
16,frau-upn_2010040_CR_CA_1989-05-02_TEI.s120,"C' est pourquoi , et uniquement pour cette raison , la CGT votera contre .","ce être pourquoi , et uniquement pour ce raison , le Cgt voter contre .",D
16,fradhds-upn_2283W_CR_CA_1987-03-16_TEI.s105,"En conclusion , le Président rappelle sa position : il s' est toujours prononcé contre une augmentation inconsidérée des droits étudiants .","en conclusion , le président rappeler son position : lui se_expl être toujours prononcer contre un augmentation inconsidérer de+le droit étudiant .",D
24,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s86,Mme HANEN estime qu' il est gênant de voter la proposition n° 5 seule à partir du moment où il n' y a pas de semestre répété .,Monsieur HANEN estimer que il_expl être gênant de voter le proposition n° 5 seul à partir de+le moment où il_expl ne y avoir pas un semestre répéter .,D
51,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s144,"La question des MCC ne pouvant être dissociée de celle de la compensation , l' UNEF appelle à voter contre les propositions de la Commission .","le question de+le MCC ne pouvoir être dissocier de celui de le compensation , le UNEF appeler à voter contre le proposition de le commission .",D
77,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s211,Il se dit inquiet des propositions qui sont faites au regard des projets de développement de l' université .,lui se_expl dire inquiet un proposition qui être faire à+le regard de+le projet de développement de le université .,D
84,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s243,Elle trouve cela très dommageable pour notre université .,lui trouver cela très dommageable pour son université .,D
85,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s249,Il se dit très inquiet au sujet d' un certain nombre de disciplines sur lesquelles on ne met pas l' accent à Paris 10 .,lui se_expl dire très inquiet à+le sujet de un certain nombre de discipline sur lequel on ne mettre pas le accent à Paris 10 .,D
93,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s267,Il appelle donc à voter contre pour les raisons que M. SEIDENGART a avancées et au regard des spécificités de cette université qu' il convient d' afficher .,lui appeler donc à voter contre pour le raison que Monsieur SEIDENGART avoir avancer et à+le regard de+le spécificité de ce université que lui convenir de afficher .,D
94,frau-upn_2010040_PV_CA_2004-10-25_2_TEI.s268,Mlle MECHENOUAI indique que l' UNEF votera contre la liste des domaines présentée car cette décision est imposée d' autorité .,Mlle MECHENOUAI indiquer que le UNEF voter contre le liste de+le domaine présenter car ce décision être imposer de autorité .,D
7,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s33,M. NARDIN souligne que la FAX ne peut prendre position contre le développement des NTIC ;,Monsieur NARDIN souligner que le FAX ne pouvoir prendre position contre le développement de+le NTIC ;,D
24,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s181,"Il fait part de son désaccord avec l' analyse selon laquelle en acceptant des inscriptions tardives , notre université risquerait de cumuler des problèmes analogues à ceux de certains lycées de banlieue ;","lui faire part de son désaccord avec le analyse selon lequel en accepter un inscription tardif , son université risquer de cumuler un problème analogue à celui de certain lycée de banlieue ;",D
29,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s205,Mlle GARCIA fait part de son désaccord quant à l' idée de déviance par rapport à une norme .,Mlle GARCIA faire part de son désaccord quant à le idée de déviance par rapport à un norme .,D
33,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s217,Il souligne son désaccord sur une politique aboutissant à se « polariser » sur un syndicat qui représente 700 électeurs et que l'on transforme en martyr .,lui souligner son désaccord sur un politique aboutir à soi « polariser » sur un syndicat qui représenter 700 électeur et que on transformer en martyr .,D
38,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s228,Mlle MARY explique qu' elle votera contre cette autorisation puisqu' elle représente une négation des droits du CA .,Mlle Mary expliquer que lui voter contre ce autorisation puisque lui représenter un négation de+le droit de+le CA .,D
39,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s230,"En effet , s' il est essentiel de soutenir les victimes de délits , dans l' enceinte de l' Université , elle considère gênant que le Président ait déposé plainte pour « entrave à la liberté du travail » concernant une occupation menée par des syndicats .","en effet , si il_expl être essentiel de soutenir le victime de délit , dans le enceinte de le université , lui considérer gêner que le président avoir déposer plainte pour « entrave à le liberté de+le travail » concernant un occupation mener par un syndicat .",D
45,frau-upn_2010040-06_PV_CA_2000-11-20_TEI.s242,"M. CHASSAING considère inutile d' inclure la constitution de partie civile dans l' autorisation , la constitution de partie civile peut être demandée au CA après le dépôt de plainte .","Monsieur CHASSAING considérer inutile de inclure le constitution de partie civil dans le autorisation , le constitution de partie civil pouvoir être demander à+le CA après le dépôt de plainte .",D
68,weban-upn_PV_CA_2013-04-22_TEI.s250,"M. PERL considère qu' il est paradoxal d' implanter l' IPAG à proximité de La Défense , au regard du fait qu' il forme des fonctionnaires , lesquels pourraient être confrontés à des conflits d' intérêts .","Monsieur PERL considérer que il_expl être paradoxal de implanter le IPAG à proximité de le défense , à+le regard de+le fait que lui former un fonctionnaire , lequel pouvoir être confronter à un conflit de intérêt .",D
113,weban-upn_PV_CA_2013-04-22_TEI.s431,Elle est particulièrement choquée par la manière dont les diplômes de l' Université sont utilisés pat l' IFG .,lui être particulièrement choquer par le manière dont le diplôme de le université être utiliser pattre le IFG .,D
119,weban-upn_PV_CA_2013-04-22_TEI.s449,Il serait regrettable que l' Université n' ait plus les moyens d' attirer suffisamment d' étudiants en matière de formation continue .,il_expl être regrettable que le université ne avoir plus le moyen de attirer suffisamment de étudiant en matière de formation continu .,D
129,weban-upn_PV_CA_2013-04-22_TEI.s470,"Le Conseil d' administration se prononce contre la reconduction en l' état de la convention avec IFG , à l' unanimité des suffrages valablement exprimés par ses membres présents ou représentés le 22 avril 2013 :","le conseil de administration se_expl prononcer contre le reconduction en le état de le convention avec IFG , à le unanimité de+le suffrage valablement exprimer par son membre présent ou représenter le 22 avril 2013 :",D
193,weban-upn_PV_CA_2013-04-22_TEI.s658,"Enfin , elle estime qu' il est problématique de ne laisser que deux semaines entre l' examen et le rattrapage .","enfin , lui estimer que il_expl être problématique de ne laisser que deux semaine entre le examen et le rattrapage .",D
31,frau-upn_2010040-04_CR_CA_1994-10-03_TEI.s141,M DEMALDENT estime qu' il n' est pas normal d' exiger une somme supérieure au coût de la brochure .,M DEMALDENT estimer que il_expl ne être pas normal de exiger un somme supérieur à+le coût de le brochure .,D
42,frau-upn_2010040-04_CR_CA_1994-10-03_TEI.s214,"Elle souhaiterait , en revanche , que le Conseil d' administration se prononce contre le fonctionnement de la CSE et en informe le Ministère .","lui souhaiter , en revanche , que le conseil de administration soi prononcer contre le fonctionnement de le CSE et en informer le ministère .",D
76,weban-upn_PV_CA_2012-07-09_TEI.s192,Laurent PERL affirme que l' UNEF votera contre et appellera à voter contre,Laurent PERL affirmer que le UNEF voter contre et appeler à voter contre,D
22,weban-upn_PV_CA_2013-06-03_TEI.s76,Elle n' est pas convaincue que les UFR utilisent davantage de chargés de cours professionnels extérieurs .,lui ne être pas convaincre que le UFR utiliser davantage de chargé de cours professionnel extérieur .,D
141,weban-upn_PV_CA_2013-06-03_TEI.s412,"M. PERL estime qu' il est inquiétant que ce DU concerne des étudiants en droit « avant ou après un Master 2 , éventuellement en parallèle de celui-ci » .","Monsieur PERL estimer que il_expl être inquiétant que ce DU concerner un étudiant en droit « avant ou après un Master 2 , éventuellement en parallèle de celui-ci » .",D
142,weban-upn_PV_CA_2013-06-03_TEI.s415,"À ce titre , M. PERL votera contre cette création .","à ce titre , Monsieur PERL voter contre ce création .",D
28,weban-upn_PV_CA_2012-06-11_TEI.s83,"Stéphane BRETTE a l' impression de voir un état très partiel du budget alloué à la formation , et est gêné pour donner un avis sur un document excessivement parcellaire du pilotage des formations .","Stéphane Brette avoir le impression de voir un état très partiel de+le budget allouer à le formation , et être gêner pour donner un avis sur un document excessivement parcellaire de+le pilotage de+le formation .",D
12,weban-upn_PV_CA_2009-10-12_TEI.s40,Monsieur CHAPET est étonné que soit privilégié le recrutement d' ATER au détriment de MCF .,Monsieur Chapet être étonner que être privilégier le recrutement de ATER à+le détriment de MCF .,D
19,frau-upn_2010040-06_PV_CA_2000-12-11_2_TEI.s66,Il estime cela anormal au vu des efforts accomplis pour présenter un budget le plus exact possible .,lui estimer cela anormal à+le vu de+le effort accomplir pour présenter un budget le plus exact possible .,D
56,frau-upn_2010040-06_PV_CA_2000-12-11_2_TEI.s163,Mme RIOUX fait part de son désaccord ;,Monsieur Rioux faire part de son désaccord ;,D
57,frau-upn_2010040-06_PV_CA_2000-12-11_2_TEI.s169,Elle estime intolérable que des sectes pratiquent ainsi le « racolage » sur le campus qui est avant tout un lieu d' études et de savoir .,lui estimer intolérable que un secte pratiquer ainsi le « racolage » sur le campus qui être avant tout un lieu de étude et de savoir .,D
66,frau-upn_2010040_PV_CA_2005-04-18_TEI.s305,"malgré des mesures favorables dans leur ensemble , il se dit peu convaincu par la contractualisation des règles de capitalisation .","malgré un mesure favorable dans son ensemble , lui se_expl dire peu convaincre par le contractualisation de+le règle de capitalisation .",D
70,frau-upn_2010040_PV_CA_2005-04-18_TEI.s314,M. GIBERT revient sur le problème posé par le terme « convention » qui ne le satisfait pas .,Monsieur GIBERT revenir sur le problème poser par le terme « convention » qui ne lui satisfaire pas .,D
86,frau-upn_2010040_PV_CA_2005-04-18_TEI.s380,"De plus , il estime contraire à l' égalité de traitement entre les candidats de les","de plus , lui estimer contraire à le égalité de traitement entre le candidat de le",D
56,frau-upn_2010040-04_CR_CA_1992-03-02_TEI.s164,"Monsieur DENEUX se déclare hostile , en réponse à une question de M.MERCERON , à la mise en place d' une licence de 350 à 500 heures , bi-disciplinaire , parallèle à une autre licence mono-disciplinaire de même volume horaire , pour l' IUFM .","Monsieur DENEUX se_expl déclarer hostile , en réponse à un question de M.MERCERON , à le mise en place de un licence de 350 à 500 heure , bi-disciplinaire , parallèle à un autre licence mono-disciplinaire de même volume horaire , pour le IUFM .",D
62,frau-upn_2010040-04_CR_CA_1992-03-02_TEI.s177,Monsieur HIMY est frappé par le désarroi des étudiants mais craint qu' ils ne se déplacent pas si la journée est banalisée .,Monsieur HIMY être frapper par le désarroi de+le étudiant mais craindre que eux ne se_expl déplacer pas si le journée être banaliser .,D
3,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s7,"Mme TALLINEAU se déclare très surprise qu' une décision aussi importante de tenir le CA avec des représentants extérieurs qui assistent à l' intégralité du CA , ait été prise .","Monsieur TALLINEAU se_expl déclarer très surprise que un décision aussi important de tenir le CA avec un représentant extérieur qui assister à le intégralité de+le CA , avoir être prendre .",D
20,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s42,"Il pense qu' il est regrettable que la Présidence ait fait le choix de s' exprimer uniquement par communiqués , souvent mensongers ;","lui penser que il_expl être regrettable que le présidence avoir faire le choix de soi exprimer uniquement par communiqué , souvent mensonger ;",D
31,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s137,Elle remarque que la majorité de cette assemblée est contre le CPE ;,lui remarquer que le majorité de ce assemblée être contre le CPE ;,D
33,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s151,Mlle EISENBERG répond à Mme TALLINEAU que son syndicat trouve inadmissible la destruction des droits des salariés ;,Mlle EISENBERG répondre à Monsieur TALLINEAU que son syndicat trouver inadmissible le destruction de+le droit de+le salarié ;,D
45,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s231,"puisque le CA est contre le CPE , qu' il laisse aux étudiants les moyens de se mobiliser ;","puisque le CA être contre le CPE , que lui laisser à+le étudiant le moyen de soi mobiliser ;",D
66,frau-upn_2010040_PV_CA_2006-03-27_1_TEI.s306,II se déclare hostile au démembrement de la motion du Président .,II se_expl déclarer hostile à+le démembrement de le motion de+le président .,D
22,frau-upn_2010040-04_CR_CA_1993-02-08_TEI.s198,R. FISCHER n' est pas complètement convaincu par les propositions de schéma directeur .,R. FISCHER ne être pas complètement convaincre par le proposition de schéma directeur .,D
36,weban-upn_PV_CA_2013-02-25_TEI.s145,"A cet égard , il indique d' ores et déjà qu' il votera contre les tarifs proposés ce jour .","à ce égard , lui indiquer de ores et déjà que lui voter contre le tarif proposer ce jour .",D
14,frau-upn_2010040-05_CR_CA_1996-05-20_TEI.s60,M. HERRENSCHMIDT se montre sceptique et évoque la traditionnelle journée d' accueil ainsi que le décalage nécessaire d' une semaine entre le début des cours magistraux et celui des Travaux Dirigés .,Monsieur HERRENSCHMIDT se_expl montrer sceptique et évoquer le traditionnel journée de accueil ainsi que le décalage nécessaire de un semaine entre le début de+le cours magistral et celui de+le travaux diriger .,D
50,frau-upn_2010040-05_CR_CA_1996-05-20_TEI.s152,M. de la PRADELLE exprime son total désaccord : il ne voit pas d' obstacle réglementaire à la coexistence des deux départements mais plutôt un problème d' opportunité .,Monsieur de le Pradelle exprimer son total désaccord : lui ne voir pas un obstacle réglementaire à le coexistence de+le deux département mais plutôt un problème de opportunité .,D
55,frau-upn_2010040-05_CR_CA_1996-05-20_TEI.s168,M. GIBERT se déclare choqué qu' il puisse y avoir des enseignants à Nanterre qui n' appartiennent pas à une UFR .,Monsieur GIBERT se_expl déclarer choquer que lui pouvoir y avoir un enseignant à Nanterre qui ne appartenir pas à un UFR .,D
10,frau-upn_2010040-04_CR_CA_1994-11-07_TEI.s35,"« Le Conseil d' Administration de l' Université Paris X-Nanterre , réuni le 7 / 11 /94 , soucieux des problèmes de Paris X , n' est pas satisfait du budget insuffisant de l' enseignement supérieur .","« le conseil de administration de le université Paris X-Nanterre , réunir le 7 / 11 /94 , soucieux de+le problème de Paris X , ne être pas satisfaire de+le budget insuffisant de le enseignement supérieur .",D
48,frau-upn_2010040-05_CR_CA_1996-07-01_TEI.s119,Monsieur DENEUX estime illégitime de demander à son UFR une contribution pour quelque chose auquel elle ne participe pas et sans lui avoir demandé un avis préalable .,Monsieur DENEUX estimer illégitime de demander à son UFR un contribution pour quelque chose à+lequel lui ne participer pas et sans lui avoir demander un avis préalable .,D
18,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s93,""" Le Conseil d' Administration de Paris X- Nanterre se prononce contre un bouleversement des institutions de l' Université , une abrogation trop rapide de la Loi Savary .",""" le conseil de administration de Paris X- Nanterre se_expl prononcer contre un bouleversement de+le institution de le université , un abrogation trop rapide de le Loi Savary .",D
21,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s97,"Monsieur De VILLEPIN est contre l' adoption de ce texte , car on ne sait pas ce qu' il va se passer s' il y a une nouvelle loi .","Monsieur de VILLEPIN être contre le adoption de ce texte , car on ne savoir pas ce que lui aller se_expl passer si il_expl y avoir un nouveau loi .",D
22,fradhds-upn_2283W_CR_CA_1984-03-05_TEI.s139,Ils sont extrêmement réticents à cette association .,eux être extrêmement réticent à ce association .,D
25,weban-upn_PV_CA_2009-03-02_TEI.s99,Monsieur LAKS met en garde contre l' auto-intoxication .,Monsieur LAKS mettre en garde contre le auto-intoxication .,D
25,weban-upn_PV_CA_2009-03-02_TEI.s108,"Enfin , le Vice-président n' estime pas judicieux de distinguer les projets en fonction de leur avancée car il ne s' agit pas d' une logique de projets mais de présentation d' une vision d' ensemble .","enfin , le vice-président ne estimer pas judicieux de distinguer le projet en fonction de son avancée car il_expl ne se_expl agir pas de un logique de projet mais de présentation de un vision de ensemble .",D
27,weban-upn_PV_CA_2009-03-02_TEI.s123,"Elle met en garde contre un mécontentement qui va augmenter , une fois que les collègues ne seront plus dans les manifestations et les AG .","lui mettre en garde contre un mécontentement qui aller augmenter , un fois que le collègue ne être plus dans le manifestation et le AG .",D
40,weban-upn_PV_CA_2009-03-02_TEI.s185,Elle votera contre cette demande .,lui voter contre ce demande .,D
47,weban-upn_PV_CA_2009-03-02_TEI.s196,Madame COQUELET estime qu' il n' est pas judicieux de régler les problèmes au cas par cas .,Monsieur COQUELET estimer que il_expl ne être pas judicieux de régler le problème à+le cas par cas .,D
22,frau-upn_2010040_CR_CA_1989-03-13_TEI.s419,"Monsieur CHUMIATCHER propose un vote Indicatif sur l' augmentation des droits d' inscription , il tient à préciser que les étudiants sont contre une augmentation des droits , mais cela ne veut pas dire qu' ils sont contre le fait que l' Université se dote de moyens supplémentaires .","Monsieur CHUMIATCHER proposer un vote indicatif sur le augmentation de+le droit de inscription , lui tenir à préciser que le étudiant être contre un augmentation de+le droit , mais cela ne vouloir pas dire que eux être contre le fait que le université se_expl doter de moyen supplémentaire .",D
93,weban-upn_PV_CA_2016-09-26_TEI.s727,"Il est regrettable que le groupe de travail n' ait pas été associé au choix du prestataire , mais M. GIOT-MIKKELSEN estime tout de même que les deux propositions de l' agence sont plus réussies que le logo actuel .","il_expl être regrettable que le groupe de travail ne avoir pas être associer à+le choix de+le prestataire , mais Monsieur GIOT-MIKKELSEN estimer tout de même que le deux proposition de le agence être plus réussi que le logo actuel .",D
41,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s169,Cette mainmise des entreprises sur le contenu des diplômes lui paraît inacceptable .,ce mainmise de+le entreprise sur le contenu de+le diplôme lui paraître inacceptable .,D
42,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s174,Mlle MARY exprime les inquiétudes de Cultur'PX concernant cette mainmise des entreprises privées sur le service public universitaire Elle votera contre ce projet .,Mlle Mary exprimer le inquiétude de Cultur'PX concernant ce mainmise de+le entreprise priver sur le service public universitaire lui voter contre ce projet .,D
85,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s465,Cela lui paraît inacceptable .,cela lui paraître inacceptable .,D
106,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s534,Il juge cela inadmissible .,lui juger cela inadmissible .,D
112,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s563,ces personnels qui ont parmi les plus basses rémunérations de l' université sont excédés de devoir nettoyer l' affichage sauvage et de se voir créer des surcharges de travail .,ce personnel qui avoir parmi le plus bas rémunération de le université être excéder de devoir nettoyer le affichage sauvage et de se_expl voir créer un surcharge de travail .,D
116,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s576,Mlle MECHENOUAI observe que l' UNEF est contre l' affichage sauvage,Mlle MECHENOUAI observer que le UNEF être contre le affichage sauvage,D
117,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s577,"M. DESMELIERS juge le manque de respect gravissime , mais le respect est à double sens .","Monsieur DESMELIERS juger le manque de respect gravissime , mais le respect être à double sens .",D
117,frau-upn_2008002-10_CR_CA_2002-02-11_TEI.s579,Il se dit vexé et choqué par cette attitude .,lui se_expl dire vexer et choquer par ce attitude .,D
54,frau-upn_2010040_PV_CA_2004-11-22_2_TEI.s237,"Pour ces raisons , pour celles qui animent les enseignants d' Economie en grève et enfin pour l' ensemble des dysfonctionnements qui ont été mentionnés , il votera contre ces propositions .","pour ce raison , pour celui qui animer le enseignant de économie en grève et enfin pour le ensemble de+le dysfonctionnement qui avoir être mentionner , lui voter contre ce proposition .",D
71,frau-upn_2010040_PV_CA_2004-11-22_2_TEI.s294,Il se dit très inquiet quant à la façon dont s' organisera la rentrée 2005 .,lui se_expl dire très inquiet quant à le façon dont se_expl organiser le rentrée 2005 .,D
85,frau-upn_2010040_PV_CA_2004-11-22_2_TEI.s325,Mme DUPUIS estime inéquitable de ne revenir sur le vote du CA du 22 mars 2004 que pour les gestionnaires et non les sociologues .,Monsieur DUPUIS estimer inéquitable de ne revenir sur le vote de+le CA du 22 mars 2004 que pour le gestionnaire et non le sociologue .,D
94,frau-upn_2010040_PV_CA_2004-11-22_2_TEI.s345,"Dans ces conditions , il votera contre cette liste de propositions .","dans ce condition , lui voter contre ce liste de proposition .",D
95,frau-upn_2010040_PV_CA_2004-11-22_2_TEI.s346,M. ZEMMOUR annonce que l' UNEF votera contre ces propositions et il appelle l' ensemble des membres du Conseil d' Administration à voter ainsi .,Monsieur ZEMMOUR annoncer que le UNEF voter contre ce proposition et lui appeler le ensemble de+le membre de+le conseil de administration à voter ainsi .,D
17,frau-upn_2010040-06_PV_CA_2000-10-23_1_TEI.s147,il considère cela anormal,lui considérer cela anormal,D
45,frau-upn_2010040-05_CR_CA_1996-02-19_TEI.s164,M. GIBERT se déclare surpris d' entendre qu' il y a des enseignants dans ce cas là .,Monsieur GIBERT se_expl déclarer surprendre de entendre que il_expl y avoir un enseignant dans ce cas là .,D
66,frau-upn_2010040-05_CR_CA_1996-02-19_TEI.s229,M. HERRENSCHMIDT demande ce qui est prévu si le CNRS considère que la convention est inacceptable .,Monsieur HERRENSCHMIDT demander ce qui être prévoir si le CNRS considérer que le convention être inacceptable .,D
68,frau-upn_2010040-05_CR_CA_1996-02-19_TEI.s233,M. CASELLA se dit très choqué sur le fond .,Monsieur CASELLA se_expl dire très choquer sur le fond .,D
57,fradhds-upn_3073W81_PV_CA_2003-02-24_TEI.s210,"M. PAIN est défavorable au préalable : il y a plusieurs motions , l' affaire est grave , aussi cette question doit être débattue .","Monsieur PAIN être défavorable à+le préalable : il_expl y avoir plusieurs motion , le affaire être grave , aussi ce question devoir être débattre .",D
83,fradhds-upn_3073W81_PV_CA_2003-02-24_TEI.s332,Mlle MARY s' élève contre la position qui consisterait à ne pas voter ;,Mlle Mary se_expl élever contre le position qui consister à ne pas voter ;,D
