Tour,Id_phrase,phrase
21,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s69,Le test passé lui conseille la filière Sciences Economiques .
21,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s70,"L' étudiant décide d' abandonner le Droit , mais il garde le bénéfice de sa note acquise à Introduction Droit qui sera validée dans son cursus de Sciences Economiques ."
22,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s71,"Pour Mme RENVERSEZ , orientation ne signifie pas éviction , mal "" faire connaître à l' étudiant "" ."
23,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s72,Les Sciences Juridiques et Economiques sont des disciplines où il faut une certaine accoutumance .
23,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s73,Mme RENVERSEZ n' est pas choquée qu' il n' y ait que deux matières .
23,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s74,a obtenir .
23,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s75,"L' orientation a tout son sens , lorsqu' elle permet à l' étudiant de retourner à d' autres "" disciplines ."
24,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s76,"Mme PAUTI ajoute que les conférences sur les métiers de Droit et Sciences Economiques doivent permettre aux étudiants , pendant ce semestre d' orien- tation , de préciser leur choix ."
25,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s77,"M. DHOMBRES constate que , pour l' étudiant qui ne réussit pas à obtenir ces matières en septembre / octobre et qui les repasserait l' année suivante , il va y avoir un intervalle de 7 à 8 mois entre l' enseignement donné à l' étudiant et l' appréciation de cet enseignement ."
25,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s78,"Au niveau des délais , il y a non-respect du décret du 16 /7 / 84 Pourquoi repousse -t-on indéfiniment le passage de ces examens ."
25,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s79,"Il faut donner la possibilité à l' étudiant de passer les examens pour les matières dites complémentaires , dès la session de juin ."
26,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s80,"M. DE VILLEPIN propose qu' il y ait deux sessions pour ces 3 épreuves complémentaires , en juin et septembre , ouvertes à tous ."
27,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s81,"Pour répondre à M. DHOMBRES , Mme PAUTI précise que l'on ne peut pas faire passer à l' issue des épreuves de juin , d' autres épreuves complémentaires immédiatement après ."
27,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s82,"Il faut éviter à tout prix de se trouver en présence d' étudiants qui obtiennent des dérogations pour avoir une 4è ou 5è année , pour faire leur Deug , alors qu' ils n' ont pas réussi à obtenir leurs matières fondamentales de Droit civil ou administratif ."
27,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s83,C' est une aberration pédagogique .
27,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s84,Mme BARTHELEMY ajoute que c' est un régime extrêmement favorable par rapport à ce qui existe actuellement .
28,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s85,M. PHYTILIS croit que le système mis en place est utile pour un nombre important d' étudiants .
29,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s86,M. DE VILLEPIN propose que soit dissociée l' organisation du 1er semestre et que la question du contrôle terminal à la fin du 2è semestre soit réglée lors du premier trimestre de l' an prochain .
30,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s87,Mme BARTHELEMY répond qu' on ne peut pas dissocier un problème pédagogique voté du problème du contrôle .
30,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s88,C' est un tout .
30,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s89,"C' est le projet qui a été voté par le Conseil de l' UER de Droit , à la majorité ."
31,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s90,"Mme PAUTI demande que ce projet approuvé à un fort consensus par le Conseil de l' UER de Droit , soit voté étant donné la situation difficile dans laquelle se trouve l' UER de Droit ."
31,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s91,"Ces sessions d' examens représentent un travail énorme , dont il faut tenir compte ."
31,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s92,"D' autre part , un effort de rénovation a été fait ."
32,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s93,"Mme MALDIDIER trouve qu' à l' occasion de ce débat , se pose à nouveau une question soulevée l' an dernier en Commission des Etudes , à savoir le peu de délai existant entre une première épreuve ( mai ) et une seconde dite de rattrapage ( 1 mois après ) ."
33,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s94,"Mme PAUTI répond que la session de rattrapage n' est pas faite pour des étudiants qui n' ont rien fait de l' année et qui se donnent l' été pour bachoter une matière et , qui d' ailleurs , se font coller en septembre ."
33,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s95,"Un mois suffit pour rattraper un "" accident "" ."
34,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s96,Mme MALDIDIER faisait allusion aux étudiants salariés qui profitent de l' été pour réviser .
35,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s97,M. DHOMBRES propose quelques amendements au texte de l' UER de Droit concernant le régime de contrôle des connaissances .
36,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s98,"Mme ULLMO met aux voix à bulletins secrets , le texte voté par le Conseil de l' UER de Sciences Juridiques :"
36,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s99,24 pour - 2 nuls - 4 blancs .
37,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s100,"Mme ULLMO met aux voix à bulletins secrets , le texte contradictoire proposé par les étudiants de l' Unef-ID :"
37,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s101,12 pour - 2 nuls - 4 blancs
38,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s102,"Le texte proposé par le Conseil de l' UER de Sciences Juridiques , est adopté ."
39,fradhds-upn_2283W_CR_CA_1985-06-13_TEI.s103,La séance est levée à 12 heures .
1,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s2,Le Président déclare la séance ouverte .
1,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s3,L' ordre du jour concerne l' approbation de différents statuts des U.F.R.
1,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s4,Il rappelle que la loi prévoit que les statuts ne peuvent être adoptés qu' a La majorité des 2/ 3 des nombres du conseil .
2,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s6,Monsieur SCHNEILIN précise que Les statuts de psychologie sont maintenant conformes à ce qu' avait souhaité le conseil du 24 / 03 / 86 .
3,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s7,"Monsieur LLAU remarque que le terme "" département "" est employé dans ces statuts ."
3,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s8,"Il souhaite savoir si "" département "" est pris au sens de la nouvelle loi , ou si c' est au sens traditionnel ."
4,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s9,Monsieur SCHNEILIN explique que l' aide-mémoire émanant de Madame BLONDEL a été utilisé comme document de travail pour l' élaboration des statuts ;
4,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s10,"l' inter- prétation de "" département "" est clairement expliquée dans ce document ."
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s11,"Le Président réaffirme que la seule instance "" juridique "" c' est l' U.F.R. , elle détient le pouvoir par son conseil d' U.F.R. et son Directeur ."
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s12,"L' article 25 de la loi écarte toute ambiguïté : "" les universités regroupant diverses composantes qui sont des instituts ou des écoles créés par décret ... etc... , des unités de formation et de recherche créées par arrêté du Ministre de l' Education Nationale , des départements et laboratoires , des centres de recherche créés par délibération du Conseil d' Administration à la majorité des 2/3 de ses membres , sur proposition du Conseil Scientifique ."
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s13,"Les composantes de l' université déterminent leurs statuts qui sont approuvés par le Conseil d' Administration "" ."
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s14,"Autrement dit , les départements au sens de la loi , n' ont pas de statuts propres , et n' ont pas d' existence juridique ."
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s15,Ils n' ont pas de pouvoir financier .
5,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s16,"Les départements qui ne figurent pas comme composantes de l' université en annexe des statuts de l' université , n' ont pas d' existence légale , autre que la simple reconnaissance d' une spécifité des différentes disciplines ."
6,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s17,"Monsieur le Président demande au Conseil de formuler un avis par un vote , sur les statuts de Sciences Psychologiques ;"
6,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s18,mais il ne sera pas possible de les adopter définitivement car il faut Les 2 / 3 des membres du Conseil condition qui n' est pas réalisée aujourd'hui .
6,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s19,Il est prévu une séance du Conseil d' Administration le 21 avril afin de faire approuver ces statuts .
6,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s20,Résultat du vote : 24 POUR - 5 abstentions .
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s22,Monsieur IGNASSE précise que deux points étaient restés en suspens lors du dernier Conseil d' Administration :
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s23,la dénomination du service commun de la formation continue ;
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s24,la composition du conseil de l' I.E.P
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s25,"Le titre qui a été adopté pour le Service Commun de la Formation Continue est celui de "" Centre d' Education Permanente "" , plutôt que le terme "" mission d' education permanente "" ."
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s26,"En ce qui concerne la représentation patronale , syndicale , et des personnalités extérieures , il est proposé :"
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s27,"deux représentants employeurs : un C. N. P. F. , un de la Chambre de Commerce du Val d' Oise ;"
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s28,"deux représentants des principaux syndicats à tour de rôle et part tirage au sort ( C.F.D.T. , C.G.T. , F.E.N. et F.O. ) ."
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s29,six membres à titre personnel choisis à l' extérieur de l' université pour l' intérêt qu' ils portent à la formation continue .
7,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s30,"Dans l' article 14 , rajouter : après les représentants des usagers stagiaires : "" et des syndicats des salariés "" ."
8,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s31,Monsieur GUILLON s' étonne qu' un tirage au sort soit effectué pour les représentants des syndicats .
9,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s32,Madame LE SENECHAL soulève le problème des titulaires ou suppléants ?
9,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s33,A -t-il été envisagé au cas où le représentant tiré au sort soit absent ?
10,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s34,Monsieur 1e Président et Monsieur IGNASSE sont d' accord sur cette remarque .
10,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s35,Il faudrait que cela soit précisé pour les représentants des syndicats .
11,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s36,"Mademoiselle WAINTROP pense que dans la liste représentative des syndicats , il faudrait y ajouter la C.F.T.C."
12,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s37,"Monsieur GUERIN : article 3 : rajouter après , elle prend en compte besoins des entreprises , et de la vie associative ."
13,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s38,Monsieur le Président propose un vote pour avis :
13,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s39,POUR 24 - 5 abstentions .
14,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s40,"Monsieur GUERIN souhaite qu' un débat sur la formation continue soit tenu afin de définir la "" règle du jeu "" en la matière , et de faire émerger des idées nouvelles ."
15,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s41,"Les procès-verbaux des séances 1 , 2 , 3 du Conseil d' Administration sont approuvés à l' unanimité ."
16,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s43,Vu les termes du décret financier du 22 / 01 / 85 il est précisé que le Conseil d' Administration doit dorénavant approuver le budget de la recherche après le Conseil Scientifique ( voir document distribué en séance ) .
16,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s44,"Monsieur le Président donne quelques informations sur le budget de la Recherche 1986 , ce budget se présente d' une manière assez favorable ."
17,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s46,La Commission du budget de la Recherche examine les rapports d' activité des centres et des laboratoires de recherche .
17,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s47,"Chaque membre de la commission est rapporteur pour un ou plusieurs centres à qui il est attribué une note permettant de moduler sensiblement les crédits , selon l' activité développée par le Centre ."
17,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s48,"En dehors des Centres de recherche , le budget de la Recherche alimente un certain nombre de services ( Service commun à la Recherche , Publidix ) ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s49,Monsieur BECKER Informe le Conseil d' Administration sur le budget Recherche .
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s50,"Ce budget est à peu près identique à celui de 1985 , une augmentation correspondant à la hausse du coût de la vie est à remarquer ( environ 3,4 % ) ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s51,"Les crédits attribués par le Ministère , sont répartis en "" tranches "" et de façon impérative :"
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s52,tranche B 1 constitue
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s53,Les laboratoires associés au C.N.R.S. ;
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s54,tranche B 2 constitue les centres qui n' ont pas de caractéristiques particulières
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s55,"L' an dernier , cette répartition n' avait pas été tout à fait respectée , et les formations de La tranche B 2 , avaient profité d' un crédit de 12.091 F , qui ne leur était pas destiné ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s56,"Le Ministère a considéré qu' il était indispensable que cette somme puisse être réattribuée aux "" tranches "" qui avaient été lésées l' an dernier ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s57,"Ces 12.091 F ont été retirés aux centres de la tranche B 2 , qui sont justement ceux qui sont le moins dotés ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s58,"Il en résulte une légère diminution pour ces centres , cette année , et cela constitue un problème ."
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s59,Mais il n' y a pas d' autre solution .
18,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s60,"En ce qui concerne le détail des répartitions , le Conseil Scientifique opère de la façon suivante : chaque Centre de Recherche est "" affecté "" d' un signe qualitatif ( + +- , + , = , - ) ."
19,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s61,"Monsieur BECKER pense que l' année prochaine , la façon de noter sera modifiée ."
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s62,Monsieur VIGIER évoque deux problèmes liés au fonctionnement des centres de Recherche :
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s63,problème du personnel administratif ;
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s64,du Directeur qui doit faire son rapport
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s65,"Le système adopté favorise les "" gros "" laboratoires qui emploient davantage de personnel et peuvent présenter un rapport beaucoup plus élaboré que les petits centres où c' est souvent le Directeur lui-même qui s' en charge ."
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s66,La progression des crédits pose également un problème .
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s67,"Les centres implantés depuis très longtemps à Nanterre bénéficient de gros crédits , alors que des centres nouveaux ont vraiment une attribution presque dérisoire ."
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s68,Monsieur VIGIER pense que cela sclérose l' innovation .
20,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s69,Cette politique n' est pas favorable à des recherches nouvelles .
21,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s70,Monsieur BECKER est sensible aux arguments évoqués .
21,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s71,"A l' heure actuelle , il est presque impossible de créer un centre nouveau , car lui attribuer une subvention c' est diminuer les crédits des autres ."
22,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s72,"Monsieur BECKER pense que beaucoup de centres pourraient se rassembler et certaines dépenses pourraient être mises en commun , sinon on s' achemine vers un blocage ."
22,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s73,Il serait temps de trouver des solutions .
23,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s74,"Monsieur le Président précise que ce problème de regroupement des centre a déjà été évoqué lors d' un Conseil Scientifique , il y a un an environ ."
23,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s75,"Il est évident que devant la multiplicité des centres , on se trouve devant une sorte de "" saupoudrage "" des crédits et l' impossibilité de pouvoir aider les jeunes équipes de chercheurs ."
24,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s76,"En ce qui concerne le personnel administratif , Monsieur le Président , pense que le groupement des centres améliorerait là aussi la situation , précisément parce qu' il existe de petites unités isolées ."
24,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s77,Des structures un plus larges et plus souples dans leur fonctionnements qui permettraient de donner un support aux centres de Recherche qui n' ont pas de personnel administratif .
25,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s78,Résultat du vote : Adopté à l' unanimité ( - 4 ne prenant pas part au vote ) .
26,fradhds-upn_2283W_CR_CA_1986-04-07_TEI.s79,Le prochain Conseil d' Administration aura lieu le 21 avril à 13 h 30 .
1,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s2,"En ce début de séance , Monsieur le Président donne lecture des procurations ."
1,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s3,"L' ordre du jour prévoit l' approbation des statuts de l' U.F.R. des Sciences Psychologiques et Sciences de l' Education , du Service Commun de la Formation Continue ( I.E.P . ) et du Service Commun de la Formation des Maîtres"
1,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s4,"Faute d' une présence suffisante lors du Conseil du 7 avril 1986 , la majorité des 2/ 3 des membres n' étant pas atteinte , Monsieur Le Président avait procédé à un vote pour avis ."
1,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s5,Cependant il est nécessaire que ces statuts soient approuvés par le Conseil d' Administration .
2,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s7,"Monsieur SCHNEILIN précise que maintenant ces statuts sont conformes , les modifications demandées à la Commission des Statuts et au Conseil d' Administration du 7 avril ont été effectuées ."
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s21,Monsieur LACHENAUD explique qu' il a élaboré seul ce projet .
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s22,"Il déplore le manque d' intérêt de la part des U.F.R. concernées , qui n' ont pas répondu à sa demande d' examiner son projet , pour observations éventuelles ."
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s23,Un décret est paru le 14 mars 1986 fixant les conditions de création pour les universités d' un Service Commun chargé du développement de la formation universitaire des enseignants et des autres formateurs .
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s24,"Il ne s' agit pas de créer une structure extrêmement lourde , par ce décret nous sommes invités à créer une structure capable d' assurer la coordination des interventions de l' établissement dans les domaines de formation initiale et continue de tous les maîtres ."
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s25,Favoriser le développement et la promotion de la recherche en éducation et en formation ;
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s26,Contribuer à la diffusion de ses résultats .
3,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s27,"Il ne s' agit donc non pas seulement d' un service administratif , mais d' un service chargé d' impulser , de donner des conseils et d' organiser à l' intérieur de l' établissement , la formation des maîtres et surtout les relations avec les partenaires et les instances extérieures ( gouvernement , autorités académiques ) ."
4,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s28,"Monsieur LACHENAUD exprime son souci d' ouvrir cette structure de coordination sur l' extérieur grâce notamment au "" Conseil d' Orientation "" permettant la collaboration de partenaires extérieurs ."
4,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s29,"Le décret n' imposait pas la constitution de ce conseil ( commission consultative ) mais cela permet d' assurer la représention des U.F.R. , de ceux qui investissent dans le domaine de la Formation des Maîtres , et d' autre part des partenaires extérieurs peuvent ainsi intervenir dans la formation ."
5,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s30,Monsieur LACHENAUD pensequ' il faut simplement donner au Directeur du Service Commun des occasions suffisantes de rencontrer des partenaires afin de définir la politique de l' Université en matière de relation avec les écoles normales par exemple .
6,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s31,"En ce qui concerne les aspects administratifs , Monsieur LACY explique qu' il disposait déjà d' un "" service "" DEUG Instituteur avec une petit équipe administrative qui restera l' équipe administrative du Service Commun puisqu' il est exclu que des postes A.T.O.S. soient libérés ."
6,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s32,"Pour la recherche , il ne s' agit pas de faire prendre en charge directement par le Service Commun , l' ensemble des recherches en didactique des disciplines , il s' agit simplement de faire circuler dans l' Université les travaux relatifs à la didactique , aux recherches en Sciences de l' Education et de les mettre à disposition des personnes qui investissent dans la Formation de Maîtres ."
7,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s33,"Le détail de la composition "" Conseil d' Orientation "" est précisé dans le projet distribué lors de la séance ."
7,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s34,"Il n' a pas été prévu de représentant de l' U.F.R. des Sciences Juridiques , cependant Monsieur LACHENAUD pense qu' il est tout à fait normal qu' il y en ait un ."
7,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s35,"D' autant que dans la formation des enseignants , il y a un aspect juridique ."
7,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s36,Monsieur LACHENAUD précise que la candidature de Monsieur GUTTINGER a été proposée .
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s37,Le projet est soumis au vote .
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s38,Résultat :
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s39,Pour 40
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s40,Contre 0
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s41,Abstentions 2
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s42,6 Refus de prendre part au vote
8,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s43,Statuts adoptés
9,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s45,"Monsieur FORESTIER tient à faire remarquer qu' il est mandaté par la majorité de ses collègues , pour faire part au Conseil d' Administration de leur regret de la départition des sièges pour le Conseil de l' U.F.R. L.L.P."
9,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s46,"Il souhaite que soit portée au procès-verbal sa remarque concernant peu de proportionnalité entre les sièges attribués aux diverses disciplines et le nombre des enseignants d' une part , et des étudiants inscrits d' autre part ."
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s47,"Monsieur le Président affirme que le Conseil ne souhaitait pas modifier ces statuts , cependant ils devaient être en conformité avec les termes ."
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s48,Heures complémentaires :
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s49,130
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s50,La réglementation en matière de gestion d' heures complémentaires est très stricte .
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s51,"Une circulaire émanant du Directeur Général des Enseignements Su- périeurs ( Monsieur PAYAN , à la suite des remarques de la Cour des Comptes en la matière ) , fait obligation de ne payer ces heures que lorsque l' ensemble des services du personnel enseignant a été effectivement accompli ."
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s52,L' Agent Comptable exige une attestation de service fait pour le règlement des heures complémentaires .
10,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s53,"D' autre part , il est précisé dans cette circulaire , que les heures complémentaires ne peuvent être payées que si l' ensemble des services des enseignants est arrêté ."
11,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s54,Monsieur IMBERTY précise qu' un certain nombre d' enseignants n' ont pas renvoyé leur grille d' emploi du temps ;
11,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s55,"ce retard bloque le paiement des heures complémentaires , non seulement pour chaque enseignant , mais pour tous ."
12,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s56,"Monsieur le Président demande donc aux Directeurs d' U.F.R. de rappeler aux enseignants retardataires de renvoyer au S.P.A.M. , les grilles d' emploi du temps ."
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s58,"Suite à la dernière conférence des présidents du jeudi 17 avril , le Président donne des informations concernant l' allocution du Ministre délégué aux Universités , Monsieur DEVAQUET , qui était présent ."
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s59,"Le premier vice-président de la Conférence , Monsieur COUDANE , a axé son discours d' accueil sur quatre points :"
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s60,Le rôle de la Conférence des Présidents d' Université qui est surtout un organe consultatif .
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s61,"Prévoir rapidement un calendrier pour la rentrée universitaire , afin de l' organiser dans les meilleures conditions ."
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s62,"Préparer un échéancier des réformes afin de connaître les dispositions transitoires , de telle sorte que la continuité du service public soit assurée , et que les universités ne se trouvent pas dans une période d' incertitude ."
13,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s63,Savoir si les engagements pris pour les premiers cycles seront tenus .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s64,"Monsieur le Président souhaite que ces engagements soient maintenus , et il pense que l'on ne se lance pas dans une réforme pour revenir en arrière ..."
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s65,"Un problème a été également mis en avant par le Président Coudane , c' est celui du personnel A.T.O.S."
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s66,C' est là le point le plus sensible dans les universités .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s67,"Le Ministre a indiqué qu' il se considérait avant tout comme un universitaire ( "" Je suis un scientifique qui sert l' Enseignement et la Recherche , dans le monde politique ."
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s68,J' assumerais en universitaire les conséquences de mes décisions de Ministre .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s69,"J' écouterais tout le monde et ne serais prisonnier d' aucun "" ) ."
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s70,Il souhaite aussi que les liens avec les Présidents d' Universités soient des liens privilégiés .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s71,"En ce qui concerne l' avenir , il y aura donc l' abrogation de la Loi de janvier 1984 ."
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s72,Cependant le Ministre a précisé que cette décision serait rapide mais sans hâte .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s73,Il faudra d' abord évaluer la loi d' une manière critique et faire le bilan à la fois dans ce qu' elle a de positif et de négatif .
14,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s74,C' est à partir de là seulement qu' il sera possible de travailler à une nouvelle loi .
15,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s75,Monsieur DUVAQUET a demandé aux Présidents d' université de faire note concernant leurs problèmes spécifiques de façon à avoir rapidement un document d' ensemble permettant de se faire une idée des problèmes les plus importants qui se posent aux universités .
15,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s76,Le Ministre évoque quelques priorités :
15,fradhds-upn_2283W_CR_CA_1986-04-21_TEI.s77,l' autonomie des universités ;
